# Requirement-to-test traceability matrix. Owned by DOC-16 section 16; format per DOC-00 section 8.3.
# Generated by tools/generate_matrix.py from _traceability/requirements.csv and the source tree.
#
# Three cell values, because a blank and a gap are different things:
#   <value>          the artifact, cited by requirement identifier in the source
#   N/A (reason)     the requirement owes no artifact: superseded, or verified by a
#                    method that produces no code (design inspection, demonstration,
#                    code review, architecture review, penetration test)
#   MISSING (reason) no artifact of that kind cites the requirement -- this is a GAP.
#                    Some requirements legitimately need no table and no endpoint, which is
#                    why only the test_case_id column feeds a release gate. This tool cannot
#                    tell the two apart, and says MISSING rather than guessing N/A.
#
# Evidence is a requirement identifier cited in source. That means somebody wrote the
# identifier next to the code; it is coverage, not conformance.
#
# 'Passing' is per test CLASS, from the JUnit XML: Gradle writes @DisplayName into the
# name attribute, so the method name is absent from the results. A @Disabled method is
# detected in source and never counted as passing.
#
# Release gates: see _traceability/GAPS.md.
requirement_id,owning_doc,design_ref,schema_ref,api_ref,test_case_id,verification_method,status,notes
PRD-API-002,DOC-01,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
PRD-API-003,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-004,DOC-01,JdbcTenantScopedAccess,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),IsolationPathInventoryTest#secretResolution,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-005,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-006,DOC-01,ResourceEndpoint,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-007,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-008,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-API-009,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-010,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-API-011,DOC-01,Json,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-012,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-013,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-014,DOC-01,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
PRD-API-015,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-API-016,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-017,DOC-05,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
PRD-API-018,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-019,DOC-05,Dispatcher; PathTemplate,"N/A (verified by code review; the artifact is the review record, document inspection; no code artifact is owed)",AnnotationClass; OperationRegistry; PlatformOperations,ApiFrameworkTest#classificationsMatchTheDocument; ApiFrameworkTest#unregisteredOperationDoesNotResolve; ApplicationTierTest#everyOperationIsAnnotated,DOCUMENT_INSPECTION|CODE_REVIEW,Active,priority MUST_HAVE
PRD-API-020,DOC-05,DataTable; ResourceGroup,MISSING (no schema object cites this requirement),RequestValidation,ApiFrameworkTest#unknownFieldsRejected,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-021,DOC-05,DenialReason,"rm_finding_index (table, V012__read_models.sql)",DenialResponse,ApiFrameworkTest#idempotencyKeysAreTenantNamespaced; ApiFrameworkTest#timingIsIndistinguishableAcrossManySamples; AuthorizationAssertionInventoryTest#denialDoesNotDifferentiate,AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-API-022,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-023,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-API-024,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-025,DOC-05,N/A (verified by architecture review; the artifact is the review record; no code artifact is owed),N/A (verified by architecture review; the artifact is the review record; no code artifact is owed),N/A (verified by architecture review; the artifact is the review record; no code artifact is owed),N/A (verified by architecture review; the artifact is the review record; no automated test is owed),ARCHITECTURE_REVIEW,Active,priority MUST_HAVE
PRD-API-026,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-API-027,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-028,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-API-029,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-030,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-031,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-032,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-API-033,DOC-05,SecretRef,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),IntakeTest#<class-level citation>; IntakeTest#plaintextRejected; IntakeTest#rejectedValueIsNotEchoed,AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
PRD-API-034,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-API-035,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-API-036,DOC-05,AdminPages; Dispatcher; InterfaceResource; +3 more,MISSING (no schema object cites this requirement),PlatformOperations,ApplicationTierTest#anUnroutedOperationIsRefused; ApplicationTierTest#refusalIsIndistinguishableFromAbsence; OperationManifestTest#writeManifest,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-037,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-038,DOC-05,SbomEndpoint; SbomIngestion,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),OperationManifestTest#writeManifest,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-039,DOC-05,SbomIngestion,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),OperationManifestTest#writeManifest,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-040,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-API-041,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-API-042,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-API-043,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
PRD-API-044,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-API-045,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-API-046,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-047,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
PRD-API-048,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|DOCUMENT_INSPECTION,Active,priority MUST_HAVE
PRD-API-049,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-API-050,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-API-051,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-API-052,DOC-05,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
